id,team,wiki,region,country,village,kind,section,application,isRemote,year
1319,Aachen,https://2014.igem.org/Team:Aachen,europe,DEU,Measurement,collegiate,overgrad,accepted,FALSE,2014
1585,Aachen,https://2015.igem.org/Team:Aachen,europe,DEU,Manufacturing,collegiate,overgrad,accepted,FALSE,2015
2020,Aachen,https://2016.igem.org/Team:Aachen,europe,DEU,New Application,collegiate,overgrad,accepted,FALSE,2016
2225,Aachen,https://2017.igem.org/Team:Aachen,europe,DEU,Environment,collegiate,overgrad,accepted,FALSE,2017
2702,Aachen,https://2018.igem.org/Team:Aachen,europe,DEU,Diagnostics,collegiate,overgrad,accepted,FALSE,2018
3013,Aachen,https://2019.igem.org/Team:Aachen,europe,DEU,Environment,collegiate,overgrad,accepted,FALSE,2019
3456,Aachen,https://2020.igem.org/Team:Aachen,europe,DEU,Foundational Advance,collegiate,overgrad,accepted,FALSE,2020
3774,Aachen,https://2021.igem.org/Team:Aachen,europe,DEU,Foundational Advance,collegiate,overgrad,accepted,FALSE,2021
4138,Aachen,https://2022.igem.wiki/aachen,europe,DEU,Environment,collegiate,overgrad,accepted,FALSE,2022
4744,Aachen,https://2023.igem.wiki/aachen,europe,DEU,Bioremediation,collegiate,overgrad,accepted,FALSE,2023
5033,Aachen,https://2024.igem.wiki/aachen,europe,DEU,Oncology,collegiate,overgrad,accepted,FALSE,2024
5587,Aachen,,europe,DEU,,collegiate,collegiate,accepted,,2025
1443,Aalto-Helsinki,https://2014.igem.org/Team:Aalto-Helsinki,europe,FIN,Entrepreneurship,collegiate,undergrad,accepted,FALSE,2014
1655,Aalto-Helsinki,https://2015.igem.org/Team:Aalto-Helsinki,europe,FIN,Energy,collegiate,undergrad,accepted,FALSE,2015
1907,Aalto-Helsinki,https://2016.igem.org/Team:Aalto-Helsinki,europe,FIN,Environment,collegiate,overgrad,accepted,FALSE,2016
2342,Aalto-Helsinki,https://2017.igem.org/Team:Aalto-Helsinki,europe,FIN,Therapeutics,collegiate,overgrad,accepted,FALSE,2017
2647,Aalto-Helsinki,https://2018.igem.org/Team:Aalto-Helsinki,europe,FIN,New Application,collegiate,overgrad,accepted,FALSE,2018
3016,Aalto-Helsinki,https://2019.igem.org/Team:Aalto-Helsinki,europe,FIN,Manufacturing,collegiate,overgrad,accepted,FALSE,2019
3386,Aalto-Helsinki,https://2020.igem.org/Team:Aalto-Helsinki,europe,FIN,Environment,collegiate,overgrad,accepted,FALSE,2020
3793,Aalto-Helsinki,https://2021.igem.org/Team:Aalto-Helsinki,europe,FIN,New Application,collegiate,overgrad,accepted,FALSE,2021
4159,Aalto-Helsinki,https://2022.igem.wiki/aalto-helsinki,europe,FIN,Therapeutics,collegiate,overgrad,accepted,FALSE,2022
4701,Aalto-Helsinki,https://2023.igem.wiki/aalto-helsinki,europe,FIN,Environment,collegiate,overgrad,accepted,FALSE,2023
5137,Aalto-Helsinki,https://2024.igem.wiki/aalto-helsinki,europe,FIN,Therapeutics,collegiate,overgrad,accepted,FALSE,2024
2231,abc,https://2017.igem.org/Team:abc,north-america,USA,,collegiate,collegiate,deleted,FALSE,2017
182,Aberdeen_Scotland,https://2009.igem.org/Team:Aberdeen_Scotland,europe,GBR,New Application,collegiate,collegiate,accepted,FALSE,2009
385,Aberdeen_Scotland,https://2010.igem.org/Team:Aberdeen_Scotland,europe,GBR,New Application,collegiate,collegiate,accepted,FALSE,2010
1352,Aberdeen_Scotland,https://2014.igem.org/Team:Aberdeen_Scotland,europe,GBR,Health & Medicine,collegiate,overgrad,accepted,FALSE,2014
2941,Aboa,https://2019.igem.org/Team:Aboa,europe,FIN,Diagnostics,collegiate,overgrad,accepted,FALSE,2019
3872,Aboa,https://2021.igem.org/Team:Aboa,europe,FIN,Environment,collegiate,overgrad,accepted,FALSE,2021
4207,Aboa,https://2022.igem.wiki/aboa,europe,FIN,Food & Nutrition,collegiate,overgrad,accepted,FALSE,2022
5260,ABOA,https://2024.igem.wiki/aboa,europe,FIN,Space,collegiate,overgrad,accepted,FALSE,2024
5794,ABOA,,europe,FIN,,collegiate,collegiate,accepted,,2025
4831,ABOA-Turku,https://2023.igem.wiki/aboa-turku,europe,FIN,Bioremediation,collegiate,overgrad,accepted,FALSE,2023
4068,ABSI_Kenya,https://2021.igem.org/Team:ABSI_Kenya,africa,KEN,Environment,community-lab,collegiate,accepted,FALSE,2021
2867,Acalanes_CA_Laf,https://2018.igem.org/Team:Acalanes_CA_Laf,north-america,USA,High School,high-school,high-school,withdrawn,FALSE,2018
2866,Acalanes_Laf_CA,https://2018.igem.org/Team:Acalanes_Laf_CA,north-america,USA,,collegiate,collegiate,deleted,FALSE,2018
2421,ACIBADEM_Istanbul,https://2017.igem.org/Team:ACIBADEM_Istanbul,asia,TUR,,collegiate,collegiate,withdrawn,FALSE,2017
2815,ACIBADEM_ISTANBUL,https://2018.igem.org/Team:ACIBADEM_ISTANBUL,asia,TUR,Therapeutics,collegiate,undergrad,accepted,FALSE,2018
3272,ACIBADEM_ISTANBUL,https://2019.igem.org/Team:ACIBADEM_ISTANBUL,asia,TUR,High School,high-school,high-school,accepted,FALSE,2019
4089,ACIBADEM_ISTANBUL,https://2021.igem.org/Team:ACIBADEM_ISTANBUL,asia,TUR,High School,high-school,high-school,accepted,FALSE,2021
1261,Acton-BoxboroughRHS,https://2014.igem.org/Team:Acton-BoxboroughRHS,north-america,USA,,high-school,high-school,accepted,FALSE,2014
4498,AdcoteSZ,https://2022.igem.wiki/adcotesz,asia,CHN,,collegiate,collegiate,deleted,FALSE,2022
4500,AdcoteSZCHINA,https://2022.igem.wiki/adcoteszchina,asia,CHN,,collegiate,collegiate,deleted,FALSE,2022
2217,AFCM-Egypt,https://2017.igem.org/Team:AFCM-Egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2017
2534,AFCM-Egypt,https://2018.igem.org/Team:AFCM-Egypt,africa,EGY,Therapeutics,collegiate,overgrad,accepted,FALSE,2018
3244,AFCM-Egypt,https://2019.igem.org/Team:AFCM-Egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2019
3504,AFCM-Egypt,https://2020.igem.org/Team:AFCM-Egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2020
3743,AFCM-Egypt,https://2021.igem.org/Team:AFCM-Egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2021
4140,AFCM-Egypt,https://2022.igem.wiki/afcm-egypt,africa,EGY,Diagnostics,collegiate,undergrad,accepted,FALSE,2022
4586,AFCM-Egypt,https://2023.igem.wiki/afcm-egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2023
5036,AFCM-Egypt,https://2024.igem.wiki/afcm-egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2024
5545,AFCM-Egypt,,africa,EGY,,collegiate,collegiate,accepted,,2025
4778,AFMU-China,https://2023.igem.wiki/afmu-china,asia,CHN,Diagnostics,collegiate,undergrad,accepted,FALSE,2023
5283,AFMU-China,https://2024.igem.wiki/afmu-china,asia,CHN,Therapeutics,collegiate,undergrad,accepted,FALSE,2024
470,Africa,https://2006.igem.org/Team:Africa,africa,GHA,,collegiate,collegiate,accepted,FALSE,2006
3210,AFSTAC,https://2019.igem.org/Team:AFSTAC,europe,FRA,,community-lab,collegiate,deleted,FALSE,2019
1571,agroecology,https://2014.igem.org/Team:agroecology,north-america,USA,,collegiate,collegiate,deleted,FALSE,2014
4396,AHS_Peking,https://2022.igem.wiki/ahs-peking,asia,CHN,High School,high-school,high-school,withdrawn,FALSE,2022
1196,AHUT_China,https://2013.igem.org/Team:AHUT_China,asia,CHN,Environment,collegiate,overgrad,accepted,FALSE,2013
1341,AHUT_China,https://2014.igem.org/Team:AHUT_China,asia,CHN,Information Processing,collegiate,undergrad,accepted,FALSE,2014
1751,AHUT_China,https://2015.igem.org/Team:AHUT_China,asia,CHN,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2015
2044,AHUT_China,https://2016.igem.org/Team:AHUT_China,asia,CHN,Information Processing,collegiate,overgrad,accepted,FALSE,2016
2459,AHUT_China,https://2017.igem.org/Team:AHUT_China,asia,CHN,Information Processing,collegiate,undergrad,accepted,FALSE,2017
2547,AHUT_China,https://2018.igem.org/Team:AHUT_China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2018
2949,AHUT_China,https://2019.igem.org/Team:AHUT_China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2019
3981,AHUT_China,https://2021.igem.org/Team:AHUT_China,asia,CHN,Therapeutics,collegiate,undergrad,accepted,FALSE,2021
3656,AHUT-ZJU-China,https://2020.igem.org/Team:AHUT-ZJU-China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2020
1917,Ain_Shams-Egypt,https://2016.igem.org/Team:Ain_Shams-Egypt,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2016
4808,AIS-China,https://2023.igem.wiki/ais-china,asia,CHN,High School,commercial,high-school,accepted,FALSE,2023
5186,AIS-China,https://2024.igem.wiki/ais-china,asia,CHN,Infectious Diseases,commercial,high-school,accepted,FALSE,2024
5715,AIS-China,,asia,CHN,,commercial,high-school,pending,,2025
4012,AISSU_Union,https://2021.igem.org/Team:AISSU_Union,asia,CHN,High School,commercial,high-school,accepted,FALSE,2021
1098,AITM-Nepal,https://2013.igem.org/Team:AITM-Nepal,asia,NPL,Health & Medicine,collegiate,overgrad,accepted,FALSE,2013
1349,Aix-Marseille,https://2014.igem.org/Team:Aix-Marseille,europe,FRA,Foundational Advance,collegiate,overgrad,accepted,FALSE,2014
1601,Aix-Marseille,https://2015.igem.org/Team:Aix-Marseille,europe,FRA,Environment,collegiate,overgrad,accepted,FALSE,2015
1951,Aix-Marseille,https://2016.igem.org/Team:Aix-Marseille,europe,FRA,Environment,collegiate,overgrad,accepted,FALSE,2016
2255,Aix-Marseille,https://2017.igem.org/Team:Aix-Marseille,europe,FRA,Environment,collegiate,overgrad,accepted,FALSE,2017
2718,Aix-Marseille,https://2018.igem.org/Team:Aix-Marseille,europe,FRA,Therapeutics,collegiate,overgrad,accepted,FALSE,2018
2915,Aix-Marseille,https://2019.igem.org/Team:Aix-Marseille,europe,FRA,Diagnostics,collegiate,overgrad,accepted,FALSE,2019
3465,Aix-Marseille,https://2020.igem.org/Team:Aix-Marseille,europe,FRA,Environment,collegiate,undergrad,accepted,FALSE,2020
3788,Aix-Marseille,https://2021.igem.org/Team:Aix-Marseille,europe,FRA,Environment,collegiate,overgrad,accepted,FALSE,2021
4189,Aix-Marseille,https://2022.igem.wiki/aix-marseille,europe,FRA,Environment,collegiate,overgrad,accepted,FALSE,2022
4582,Aix-Marseille,https://2023.igem.wiki/aix-marseille,europe,FRA,Climate Crisis,collegiate,overgrad,accepted,FALSE,2023
5422,Aix-Marseille,https://2024.igem.wiki/aix-marseille,europe,FRA,Agriculture,collegiate,overgrad,accepted,TRUE,2024
3085,Alabama,https://2019.igem.org/Team:Alabama,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2019
25,Alberta,https://2007.igem.org/Team:Alberta,north-america,CAN,Energy,collegiate,collegiate,accepted,FALSE,2007
187,Alberta,https://2009.igem.org/Team:Alberta,north-america,CAN,Foundational Advance,collegiate,collegiate,accepted,FALSE,2009
349,Alberta,https://2010.igem.org/Team:Alberta,north-america,CAN,Foundational Advance,collegiate,collegiate,accepted,FALSE,2010
612,Alberta,https://2011.igem.org/Team:Alberta,north-america,CAN,Food & Energy,collegiate,collegiate,accepted,FALSE,2011
879,Alberta,https://2012.igem.org/Team:Alberta,north-america,CAN,Foundational Advance,collegiate,collegiate,accepted,FALSE,2012
1161,Alberta,https://2013.igem.org/Team:Alberta,north-america,CAN,Information Processing,collegiate,undergrad,accepted,FALSE,2013
102,Alberta_NINT,https://2008.igem.org/Team:Alberta_NINT,north-america,CAN,,collegiate,collegiate,accepted,FALSE,2008
871,Alberta-North-RBI,https://2012.igem.org/Team:Alberta-North-RBI,north-america,CAN,,collegiate,collegiate,withdrawn,FALSE,2012
960,Alberta-North-RBI_E,https://2012.igem.org/Team:Alberta-North-RBI_E,north-america,CAN,,collegiate,collegiate,accepted,FALSE,2012
2905,Alma,https://2019.igem.org/Team:Alma,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2019
3445,Alma,https://2020.igem.org/Team:Alma,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2020
3737,Alma,https://2021.igem.org/Team:Alma,north-america,USA,Environment,collegiate,overgrad,accepted,FALSE,2021
4166,Alma,https://2022.igem.wiki/alma,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2022
4732,Alma,https://2023.igem.wiki/alma,north-america,USA,Bioremediation,collegiate,undergrad,accepted,FALSE,2023
5324,Alma,https://2024.igem.wiki/alma,north-america,USA,Conservation,collegiate,undergrad,accepted,FALSE,2024
5648,Alma,,north-america,USA,,collegiate,collegiate,pending,,2025
2145,Alverno_CA,https://2016.igem.org/Team:Alverno_CA,north-america,USA,High School,high-school,high-school,accepted,FALSE,2016
2457,Amazonas_Brazil,https://2017.igem.org/Team:Amazonas_Brazil,latin-america,BRA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2017
3319,Amazonas_Brazil,https://2019.igem.org/Team:Amazonas_Brazil,latin-america,BRA,,collegiate,collegiate,deleted,FALSE,2019
3320,Amazonas-Brazil,https://2019.igem.org/Team:Amazonas-Brazil,latin-america,BRA,Therapeutics,collegiate,undergrad,accepted,FALSE,2019
1719,Amoy,https://2015.igem.org/Team:Amoy,asia,CHN,Foundational Advance,collegiate,undergrad,accepted,FALSE,2015
949,Amplino,https://2012.igem.org/Team:Amplino,europe,NLD,,collegiate,collegiate,accepted,FALSE,2012
1281,AMSA_WeColi,https://2014.igem.org/Team:AMSA_WeColi,north-america,USA,,high-school,high-school,accepted,FALSE,2014
178,Amsterdam,https://2009.igem.org/Team:Amsterdam,europe,NLD,,collegiate,collegiate,withdrawn,FALSE,2009
538,Amsterdam,https://2011.igem.org/Team:Amsterdam,europe,NLD,Foundational Advance,collegiate,collegiate,accepted,FALSE,2011
874,Amsterdam,https://2012.igem.org/Team:Amsterdam,europe,NLD,Foundational Advance,collegiate,collegiate,accepted,FALSE,2012
1844,Amsterdam,https://2015.igem.org/Team:Amsterdam,europe,NLD,Energy,collegiate,overgrad,accepted,FALSE,2015
2385,Amsterdam,https://2017.igem.org/Team:Amsterdam,europe,NLD,Manufacturing,collegiate,overgrad,accepted,FALSE,2017
3437,Amsterdam,https://2020.igem.org/Team:Amsterdam,europe,NLD,Information Processing,collegiate,overgrad,accepted,FALSE,2020
1200,AMU-Poznan,https://2013.igem.org/Team:AMU-Poznan,europe,POL,Software Tools,collegiate,overgrad,accepted,FALSE,2013
1436,AMU-Poznan,https://2014.igem.org/Team:AMU-Poznan,europe,POL,Software,collegiate,overgrad,accepted,FALSE,2014
5171,Anatolia-College,https://2024.igem.wiki/anatolia-college,europe,GRC,Bioremediation,high-school,high-school,accepted,FALSE,2024
4503,Anatolia_College_HS,https://2022.igem.wiki/anatolia-college-hs,europe,GRC,High School,high-school,high-school,accepted,FALSE,2022
996,AnatoliaGreece,https://2013.igem.org/Team:AnatoliaGreece,europe,GRC,,high-school,high-school,accepted,FALSE,2013
1302,Anatolia_Greece,https://2014.igem.org/Team:Anatolia_Greece,europe,GRC,,high-school,high-school,accepted,FALSE,2014
796,Anderson-AustinTX,https://2012.igem.org/Team:Anderson-AustinTX,north-america,USA,,high-school,high-school,deleted,FALSE,2012
768,Anderson-Austin_TX,https://2012.igem.org/Team:Anderson-Austin_TX,north-america,USA,,high-school,high-school,deleted,FALSE,2012
5423,ANU,https://2024.igem.wiki/anu,asia,AUS,Conservation,collegiate,undergrad,accepted,FALSE,2024
4780,ANU-Australia,https://2023.igem.wiki/anu-australia,asia,AUS,Bioremediation,collegiate,undergrad,accepted,FALSE,2023
1750,ANU-Canberra,https://2015.igem.org/Team:ANU-Canberra,asia,AUS,Foundational Advance,collegiate,undergrad,accepted,FALSE,2015
5675,APEX,,north-america,USA,,high-school,high-school,pending,,2025
2270,AQA_Unesp,https://2017.igem.org/Team:AQA_Unesp,latin-america,BRA,Therapeutics,collegiate,undergrad,accepted,FALSE,2017
1546,ARCPetriDish,https://2014.igem.org/Team:ARCPetriDish,north-america,USA,Community Labs,community-lab,collegiate,deleted,FALSE,2014
438,Arizona,https://2006.igem.org/Team:Arizona,north-america,USA,,collegiate,collegiate,accepted,FALSE,2006
578,Arizona_State,https://2011.igem.org/Team:Arizona_State,north-america,USA,New Application,collegiate,collegiate,accepted,FALSE,2011
891,Arizona_State,https://2012.igem.org/Team:Arizona_State,north-america,USA,Health & Medicine,collegiate,collegiate,accepted,FALSE,2012
1190,Arizona_State,https://2013.igem.org/Team:Arizona_State,north-america,USA,Health & Medicine,collegiate,undergrad,accepted,FALSE,2013
1502,Arizona_State,https://2014.igem.org/Team:Arizona_State,north-america,USA,Energy,collegiate,undergrad,accepted,FALSE,2014
2033,Arizona_State,https://2016.igem.org/Team:Arizona_State,north-america,USA,Foundational Advance,collegiate,overgrad,accepted,FALSE,2016
2357,Arizona_State,https://2017.igem.org/Team:Arizona_State,north-america,USA,Foundational Advance,collegiate,overgrad,accepted,FALSE,2017
939,Arizona_State_E,https://2012.igem.org/Team:Arizona_State_E,north-america,USA,,collegiate,collegiate,accepted,FALSE,2012
1543,ArtCenter_MDP,https://2014.igem.org/Team:ArtCenter_MDP,north-america,USA,Art & Design,collegiate,collegiate,accepted,FALSE,2014
221,ArtScienceBangalore,https://2009.igem.org/Team:ArtScienceBangalore,asia,IND,New Application,collegiate,collegiate,accepted,FALSE,2009
420,ArtScienceBangalore,https://2010.igem.org/Team:ArtScienceBangalore,north-america,USA,New Application,collegiate,collegiate,accepted,FALSE,2010
645,ArtScienceBangalore,https://2011.igem.org/Team:ArtScienceBangalore,asia,IND,Environment,collegiate,collegiate,accepted,FALSE,2011
2188,asdasd,https://2016.igem.org/Team:asdasd,north-america,USA,,collegiate,collegiate,deleted,FALSE,2016
2252,AshesiGhana,https://2017.igem.org/Team:AshesiGhana,africa,GHA,Environment,collegiate,overgrad,accepted,FALSE,2017
3368,AshesiGhana,https://2020.igem.org/Team:AshesiGhana,africa,GHA,Environment,collegiate,undergrad,accepted,FALSE,2020
4186,AshesiGhana,https://2022.igem.wiki/ashesighana,africa,GHA,Biomanufacturing,collegiate,undergrad,accepted,FALSE,2022
4746,AshesiGhana,https://2023.igem.wiki/ashesighana,africa,GHA,Biomanufacturing,collegiate,overgrad,accepted,FALSE,2023
5312,AshesiGhana,https://2024.igem.wiki/ashesighana,africa,GHA,Conservation,collegiate,overgrad,accepted,FALSE,2024
4363,AshesiGhana3,https://2022.igem.wiki/ashesighana3,africa,GHA,,collegiate,collegiate,deleted,FALSE,2022
5831,AshesiGhana6,,africa,GHA,,collegiate,collegiate,pending,,2025
1885,ASIJ_Tokyo,https://2016.igem.org/Team:ASIJ_Tokyo,asia,JPN,High School,high-school,high-school,accepted,FALSE,2016
2562,ASIJ_Tokyo,https://2018.igem.org/Team:ASIJ_Tokyo,asia,JPN,High School,high-school,high-school,accepted,FALSE,2018
2928,ASIJ_Tokyo,https://2019.igem.org/Team:ASIJ_Tokyo,asia,JPN,High School,high-school,high-school,accepted,FALSE,2019
3390,ASIJ_Tokyo,https://2020.igem.org/Team:ASIJ_Tokyo,asia,JPN,High School,high-school,high-school,deleted,FALSE,2020
3813,ASIJ_Tokyo,https://2021.igem.org/Team:ASIJ_Tokyo,asia,JPN,High School,high-school,high-school,accepted,FALSE,2021
4334,ASIJ_Tokyo,https://2022.igem.wiki/asij-tokyo,asia,JPN,High School,high-school,high-school,accepted,TRUE,2022
4738,ASIJ-Tokyo,https://2023.igem.wiki/asij-tokyo,asia,JPN,High School,high-school,high-school,accepted,TRUE,2023
5620,ASIJ-Tokyo,,asia,JPN,,high-school,high-school,pending,,2025
2226,ASIJ_TOKYO,https://2017.igem.org/Team:ASIJ_TOKYO,asia,JPN,High School,high-school,high-school,accepted,FALSE,2017
2509,ASTWS-China,https://2017.igem.org/Team:ASTWS-China,asia,CHN,High School,high-school,high-school,accepted,FALSE,2017
2826,ASTWS-China,https://2018.igem.org/Team:ASTWS-China,asia,CHN,High School,high-school,high-school,accepted,FALSE,2018
3152,ASTWS-China,https://2019.igem.org/Team:ASTWS-China,asia,CHN,High School,high-school,high-school,accepted,FALSE,2019
3576,ASTWS-China,https://2020.igem.org/Team:ASTWS-China,asia,CHN,High School,high-school,high-school,accepted,FALSE,2020
3906,ASTWS-China,https://2021.igem.org/Team:ASTWS-China,asia,CHN,High School,commercial,high-school,accepted,FALSE,2021
4006,ASU,https://2021.igem.org/Team:ASU,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2021
4455,ASU,https://2022.igem.wiki/asu,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2022
4895,ASU,https://2023.igem.wiki/asu,north-america,USA,Bioremediation,collegiate,undergrad,accepted,FALSE,2023
5431,ASU,https://2024.igem.wiki/asu,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2024
5679,ASU,,north-america,USA,,collegiate,collegiate,accepted,,2025
2709,Athens,https://2018.igem.org/Team:Athens,europe,GRC,Diagnostics,collegiate,undergrad,accepted,FALSE,2018
3201,Athens,https://2019.igem.org/Team:Athens,europe,GRC,New Application,collegiate,undergrad,accepted,FALSE,2019
3520,Athens,https://2020.igem.org/Team:Athens,europe,GRC,Manufacturing,collegiate,undergrad,accepted,FALSE,2020
4034,Athens,https://2021.igem.org/Team:Athens,europe,GRC,New Application,collegiate,overgrad,accepted,FALSE,2021
4294,Athens,https://2022.igem.wiki/athens,europe,GRC,Foundational Advance,collegiate,overgrad,accepted,FALSE,2022
4810,Athens,https://2023.igem.wiki/athens,europe,GRC,Diagnostics,collegiate,overgrad,accepted,FALSE,2023
5406,Athens,https://2024.igem.wiki/athens,europe,GRC,Bioremediation,collegiate,overgrad,accepted,FALSE,2024
2058,ATOMS_Turkiye,https://2016.igem.org/Team:ATOMS_Turkiye,asia,TUR,,collegiate,undergrad,withdrawn,FALSE,2016
1202,ATOMS-Turkiye,https://2013.igem.org/Team:ATOMS-Turkiye,asia,TUR,Health & Medicine,collegiate,undergrad,accepted,FALSE,2013
1456,ATOMS-Turkiye,https://2014.igem.org/Team:ATOMS-Turkiye,asia,TUR,Health & Medicine,collegiate,undergrad,accepted,FALSE,2014
1639,ATOMS-Turkiye,https://2015.igem.org/Team:ATOMS-Turkiye,asia,TUR,Health & Medicine,collegiate,undergrad,accepted,FALSE,2015
2975,Auburn_Alabama,https://2019.igem.org/Team:Auburn_Alabama,north-america,USA,High School,high-school,high-school,accepted,FALSE,2019
3626,AUC-EGYPT,https://2020.igem.org/Team:AUC-EGYPT,africa,EGY,Therapeutics,collegiate,undergrad,accepted,FALSE,2020
2642,Auckland_MOD,https://2018.igem.org/Team:Auckland_MOD,asia,NZL,Environment,collegiate,undergrad,accepted,FALSE,2018
1530,Auckland_New_Zealand,https://2014.igem.org/Team:Auckland_New_Zealand,asia,NZL,Health & Medicine,collegiate,overgrad,accepted,FALSE,2014
727,AUC_Turkey,https://2012.igem.org/Team:AUC_Turkey,asia,TUR,,high-school,high-school,accepted,FALSE,2012
993,AUC_TURKEY,https://2013.igem.org/Team:AUC_TURKEY,asia,TUR,,high-school,high-school,accepted,FALSE,2013
1291,AUC_TURKEY,https://2014.igem.org/Team:AUC_TURKEY,asia,TUR,,high-school,high-school,accepted,FALSE,2014
1806,AUC_TURKEY,https://2015.igem.org/Team:AUC_TURKEY,asia,TUR,High School,high-school,high-school,accepted,FALSE,2015
2059,AUC_TURKEY,https://2016.igem.org/Team:AUC_TURKEY,asia,TUR,High School,high-school,high-school,withdrawn,FALSE,2016
2877,Austin_LASA,https://2018.igem.org/Team:Austin_LASA,north-america,USA,High School,high-school,high-school,accepted,FALSE,2018
734,Austin_Texas,https://2012.igem.org/Team:Austin_Texas,north-america,USA,Food & Energy,collegiate,collegiate,accepted,FALSE,2012
1416,Austin_Texas,https://2014.igem.org/Team:Austin_Texas,north-america,USA,Measurement,collegiate,overgrad,accepted,FALSE,2014
5119,Austin-utexas,https://2024.igem.wiki/austin-utexas,north-america,USA,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2024
1627,Austin_UTexas,https://2015.igem.org/Team:Austin_UTexas,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2015
2097,Austin_UTexas,https://2016.igem.org/Team:Austin_UTexas,north-america,USA,New Application,collegiate,undergrad,accepted,FALSE,2016
2253,Austin_UTexas,https://2017.igem.org/Team:Austin_UTexas,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2017
2657,Austin_UTexas,https://2018.igem.org/Team:Austin_UTexas,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2018
3174,Austin_UTexas,https://2019.igem.org/Team:Austin_UTexas,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2019
3569,Austin_UTexas,https://2020.igem.org/Team:Austin_UTexas,north-america,USA,Diagnostics,collegiate,undergrad,accepted,FALSE,2020
3879,Austin_UTexas,https://2021.igem.org/Team:Austin_UTexas,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2021
4342,Austin_UTexas,https://2022.igem.wiki/austin-utexas,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,TRUE,2022
4579,Austin-UTexas,https://2023.igem.wiki/austin-utexas,north-america,USA,Agriculture,collegiate,undergrad,accepted,FALSE,2023
5584,Austin-UTexas,,north-america,USA,,collegiate,collegiate,accepted,,2025
2098,Austin_UTexas_LASA,https://2016.igem.org/Team:Austin_UTexas_LASA,north-america,USA,High School,high-school,high-school,withdrawn,FALSE,2016
2458,Austin_UTexas_LASA,https://2017.igem.org/Team:Austin_UTexas_LASA,north-america,USA,High School,high-school,high-school,accepted,FALSE,2017
1677,BABS_UNSW_Australia,https://2015.igem.org/Team:BABS_UNSW_Australia,asia,AUS,New Application,collegiate,undergrad,accepted,FALSE,2015
4714,BAID-China,https://2023.igem.wiki/baid-china,asia,CHN,High School,high-school,high-school,accepted,FALSE,2023
5045,BAID-China,https://2024.igem.wiki/baid-china,asia,CHN,Oncology,high-school,high-school,accepted,FALSE,2024
5625,BAID-China,,asia,CHN,,high-school,high-school,pending,,2025
665,Baltimore,https://2011.igem.org/Team:Baltimore,north-america,USA,New Application,collegiate,collegiate,accepted,FALSE,2011
2187,Baltimore_BioCrew,https://2016.igem.org/Team:Baltimore_BioCrew,north-america,USA,High School,high-school,high-school,accepted,FALSE,2016
2893,Baltimore_BioCrew,https://2018.igem.org/Team:Baltimore_BioCrew,north-america,USA,High School,high-school,high-school,accepted,FALSE,2018
3301,Baltimore_BioCrew,https://2019.igem.org/Team:Baltimore_BioCrew,north-america,USA,High School,high-school,high-school,accepted,FALSE,2019
3651,Baltimore_BioCrew,https://2020.igem.org/Team:Baltimore_BioCrew,north-america,USA,High School,high-school,high-school,accepted,FALSE,2020
3851,Baltimore_BioCrew,https://2021.igem.org/Team:Baltimore_BioCrew,north-america,USA,High School,high-school,high-school,accepted,FALSE,2021
2436,Baltimore_Bio-Crew,https://2017.igem.org/Team:Baltimore_Bio-Crew,north-america,USA,High School,high-school,high-school,accepted,FALSE,2017
5816,Baltimore-BioCrew,,north-america,USA,,high-school,high-school,pending,,2025
375,Baltimore_US,https://2010.igem.org/Team:Baltimore_US,north-america,USA,Manufacturing,collegiate,collegiate,accepted,FALSE,2010
452,Bangalore,https://2006.igem.org/Team:Bangalore,asia,IND,,collegiate,collegiate,accepted,FALSE,2006
